ONT_only_chromosome,ONT_only_start,ONT_only_end,ONT_only_strand,ONT_only_gene_id,ONT_only_transcript_id,ONT_only_gene_name,ONT_only_transcript_type,ONT_only_v43_tx_len,ONT_only_v43_exon_count,ONT_only_v43_cds_len,ONT_only_FPKM,ONT_only_testis_1,ONT_only_testis_2,ONT_only_brain,ONT_only_Tx_FPKM,ONT_only_Gene_FPKM,ONT_only_Tx%,ONT_only_Tx_count,ONT_only_Rank,ONT_only_Ref_Tx,ONT_only_MANE_tx,ONT_only_MANE_match,ONT_only_V8_gene_id,ONT_only_V8_transcript_id,ONT_only_V8_gene_id_by_V8Tx
2,47160164,47176623,-,ENSG00000143933,ENST00000652974,CALM2,nonsense_mediated_decay,1242,3,114,,174.702942,193.80072,35.087921,134.5305277,1068.486431,12.59075677,14,2,0,ENST00000272298,0,ENSG00000143933,,
2,47160164,47176921,-,ENSG00000143933,ENST00000655450,CALM2,protein_coding,1126,3,342,,3.766912,2.030643,0.807065,2.20154,1068.486431,0.20604286,14,5,0,ENST00000272298,0,ENSG00000143933,,
2,67397304,67412089,+,ENSG00000143971,ENST00000644028,ETAA1,protein_coding,2946,6,609,,0.156531,0.430793,0,0.195774667,3.499193667,5.594850852,4,2,0,ENST00000272342,0,ENSG00000143971,,
2,73762415,73780103,-,ENSG00000144048,ENST00000696055,DUSP11,protein_coding,1357,4,915,,0.161286,0,0,0.053762,23.64404867,0.227380686,13,2,0,ENST00000272444,0,ENSG00000144048,,
2,88170346,88186627,+,ENSG00000144115,ENST00000674334,THNSL2,protein_coding,2082,4,1455,,4.963804,0,1.062881,2.008895,3.212917,62.52558034,13,1,1,ENST00000674334,1,ENSG00000144115,,
2,88171460,88186626,+,ENSG00000144115,ENST00000674169,THNSL2,retained_intron,3649,4,,,0,1.147717,0.273209,0.473642,3.212917,14.74180628,13,2,0,ENST00000674334,0,ENSG00000144115,,
2,88170378,88186627,+,ENSG00000144115,ENST00000674282,THNSL2,retained_intron,4580,4,,,1.357718,0,0,0.452572667,3.212917,14.08603667,13,3,0,ENST00000674334,0,ENSG00000144115,,
2,113627244,113643392,+,ENSG00000144134,ENST00000683472,RABL2A,protein_coding,2141,4,690,,5.804256,4.941137,0,3.581797667,4.581614,78.17763929,19,1,1,ENST00000683472,1,ENSG00000144134,,
2,100137574,100142747,-,ENSG00000144218,ENST00000672822,AFF3,protein_coding_CDS_not_defined,628,2,,,0.54944,0,0,0.183146667,2.205655667,8.303502194,28,2,0,ENST00000672756,0,ENSG00000144218,,
2,100137574,100142788,-,ENSG00000144218,ENST00000683540,AFF3,protein_coding_CDS_not_defined,550,4,,,0.488491,0,0,0.162830333,2.205655667,7.382400426,28,3,0,ENST00000672756,0,ENSG00000144218,,
2,127861630,127885956,-,ENSG00000144233,ENST00000680045,AMMECR1L,nonsense_mediated_decay,4860,4,711,,0,1.04194,0,0.347313333,3.874212,8.964747756,14,2,0,ENST00000272647,0,ENSG00000144233,,
2,127861630,127885956,-,ENSG00000144233,ENST00000681549,AMMECR1L,protein_coding,4768,4,849,,0,0,0.106174,0.035391333,3.874212,0.913510498,14,3,0,ENST00000272647,0,ENSG00000144233,,
3,43079250,43089775,-,ENSG00000144647,ENST00000690520,POMGNT2,retained_intron,6127,4,,,0,0.785903,0,0.261967667,22.01212867,1.190106012,8,3,0,ENST00000344697,0,ENSG00000144647,,
3,43079224,43106085,-,ENSG00000144647,ENST00000687440,POMGNT2,protein_coding,2675,4,1743,,0.280253,0,0.350724,0.210325667,22.01212867,0.955498988,8,4,0,ENST00000344697,0,ENSG00000144647,,
3,39383370,39397351,+,ENSG00000144659,ENST00000650617,SLC25A38,protein_coding,2101,2,915,,17.120199,0,13.143682,10.08796033,10.08796033,100,9,1,1,ENST00000650617,1,ENSG00000144659,,
3,66220989,66354145,+,ENSG00000144741,ENST00000691166,SLC25A26,retained_intron,8333,4,,,0.569421,0.445293,0.252623,0.422445667,7.055892,5.987133401,22,3,0,ENST00000354883,0,ENSG00000144741,,
3,66220989,66276972,+,ENSG00000144741,ENST00000687663,SLC25A26,protein_coding_CDS_not_defined,2597,4,,,0,0.47887,0.442644,0.307171333,7.055892,4.353401857,22,4,0,ENST00000354883,0,ENSG00000144741,,
3,66220989,66378902,+,ENSG00000144741,ENST00000686445,SLC25A26,nonsense_mediated_decay,1751,4,222,,0,0,0.517307,0.172435667,7.055892,2.443853543,22,5,0,ENST00000354883,0,ENSG00000144741,,
3,66299236,66378923,+,ENSG00000144741,ENST00000685460,SLC25A26,protein_coding_CDS_not_defined,1722,4,,,0,0,0.122364,0.040788,7.055892,0.578070073,22,6,0,ENST00000354883,0,ENSG00000144741,,
3,69021848,69052333,-,ENSG00000144747,ENST00000646708,TMF1,protein_coding,4867,2,3291,,7.848404,37.730724,1.537342,15.70549,25.961022,60.49642422,7,1,1,ENST00000398559,0,ENSG00000144747,,
3,108380501,108487191,-,ENSG00000144821,ENST00000689784,MYH15,protein_coding,6207,4,4800,,0,0,0.275385,0.091795,0.091795,100,5,1,1,ENST00000693548,0,ENSG00000144821,,
3,133805815,133821492,+,ENSG00000144867,ENST00000678299,SRPRB,protein_coding,2576,4,816,,0,0,11.767365,3.922455,26.80714467,14.63212531,6,2,0,ENST00000678299,1,ENSG00000144867,,
3,151085664,151436653,+,ENSG00000144893,ENST00000687756,MED12L,protein_coding,10794,4,6543,,0,2.473933,3.181057,1.884996667,1.884996667,100,14,1,1,ENST00000687756,1,ENSG00000144893,,
3,142724034,142807888,+,ENSG00000144935,ENST00000698238,TRPC1,protein_coding,4561,4,2691,,0,0.727295,4.301063,1.676119333,4.557106667,36.78034016,5,2,0,ENST00000476941,0,ENSG00000144935,,
3,172889357,172977052,-,ENSG00000144962,ENST00000652082,SPATA16,nonsense_mediated_decay,1124,5,643,,1.32891,0,0,0.44297,35.251879,1.2565855,2,2,0,ENST00000351008,0,ENSG00000144962,,
3,51397842,51500015,-,ENSG00000145041,ENST00000684031,DCAF1,protein_coding,5649,4,4524,,9.921545,11.472149,0,7.131231333,26.37002,27.04295004,4,2,0,ENST00000684031,1,ENSG00000145041,,
3,184135337,184145311,+,ENSG00000145191,ENST00000648915,EIF2B5,protein_coding,2562,7,2166,,13.338496,17.703926,24.560991,18.534471,19.69247667,94.11955293,31,1,1,ENST00000648915,1,ENSG00000145191,,
3,184135375,184145302,+,ENSG00000145191,ENST00000648890,EIF2B5,nonsense_mediated_decay,2552,7,1593,,0,0,0.213145,0.071048333,19.69247667,0.360789222,31,3,0,ENST00000648915,0,ENSG00000145191,,
3,184229585,184242329,+,ENSG00000145198,ENST00000691901,VWA5B2,protein_coding,4298,4,3729,,0,1.508351,5.08911,2.199153667,2.199153667,100,7,1,1,ENST00000691901,1,ENSG00000145198,,
4,53377625,53462579,+,ENSG00000145216,ENST00000703479,FIP1L1,protein_coding,4830,5,1581,,0,1.714418,0,0.571472667,2.950271,19.37017537,66,2,0,ENST00000337488,0,ENSG00000145216,,
4,89724113,89771957,-,ENSG00000145335,ENST00000673766,SNCA,protein_coding_CDS_not_defined,3193,4,,,0,0,0.715503,0.238501,48.84581267,0.488273174,17,5,0,ENST00000394991,0,ENSG00000145335,,
4,113451032,113761271,-,ENSG00000145349,ENST00000699417,CAMK2D,protein_coding,5104,4,1434,,0,8.77377,0,2.92459,2.92459,100,38,1,1,ENST00000511664,0,ENSG00000145349,,
4,113240181,113247152,+,ENSG00000145362,ENST00000682198,ANK2,retained_intron,5445,4,,,0,0,2.004916,0.668305333,1.791678667,37.30051296,129,2,0,ENST00000357077,0,ENSG00000145362,,
4,113370677,113374051,+,ENSG00000145362,ENST00000683777,ANK2,retained_intron,4880,4,,,0,0,0.792555,0.264185,1.791678667,14.74511054,129,3,0,ENST00000357077,0,ENSG00000145362,,
4,112860993,112906508,+,ENSG00000145362,ENST00000683180,ANK2,retained_intron,2197,4,,,0,0,0.388617,0.129539,1.791678667,7.230035297,129,4,0,ENST00000357077,0,ENSG00000145362,,
4,112274685,112285955,-,ENSG00000145365,ENST00000610220,TIFA,protein_coding,5783,3,555,,0.797305,0,0,0.265768333,0.265768333,100,3,1,1,ENST00000361717,0,ENSG00000145365,,
4,119212713,119295518,+,ENSG00000145390,ENST00000692078,USP53,protein_coding,6631,4,3222,,3.253974,0,0,1.084658,1.906231667,56.90063904,11,1,1,ENST00000692078,1,ENSG00000145390,,
5,102755305,103029716,+,ENSG00000145730,ENST00000684529,PAM,protein_coding,3993,4,2925,,0,3.695459,9.952615,4.549358,8.083391667,56.28031138,32,1,1,ENST00000438793,0,ENSG00000145730,,
5,135834735,135888637,+,ENSG00000145832,ENST00000681962,SLC25A48,protein_coding,1734,4,936,,0.095642,0,0.811823,0.302488333,0.360276,83.96016758,13,1,1,ENST00000681962,1,ENSG00000145832,,
5,160347754,160370626,-,ENSG00000145861,ENST00000652664,C1QTNF2,protein_coding,2396,3,858,,0,0.093719,0.47213,0.188616333,1.061978333,17.76084572,2,2,0,ENST00000652664,1,ENSG00000145861,,
5,161289458,161547766,-,ENSG00000145864,ENST00000675773,GABRB2,protein_coding,6516,4,1425,,0,0,34.077225,11.359075,14.35244833,79.14381391,18,1,1,ENST00000393959,0,ENSG00000145864,,
5,151771928,151804346,+,ENSG00000145907,ENST00000676827,G3BP1,protein_coding,1768,4,1401,,0,44.508232,0,14.83607733,20.90939233,70.95412959,78,1,1,ENST00000356245,0,ENSG00000145907,,
5,151771884,151804218,+,ENSG00000145907,ENST00000678070,G3BP1,protein_coding,1565,4,1401,,4.521278,3.27552,0,2.598932667,20.90939233,12.42949879,78,3,0,ENST00000356245,0,ENSG00000145907,,
5,178149463,178153621,-,ENSG00000145912,ENST00000697323,NHP2,retained_intron,613,4,,,1.054994,1.650966,0,0.901986667,2.005221667,44.98189311,7,2,0,ENST00000274606,0,ENSG00000145912,,
6,3849373,3851317,+,ENSG00000145945,ENST00000648326,FAM50B,protein_coding,1643,3,978,,13.296443,13.113961,22.280622,16.230342,16.230342,100,3,1,1,ENST00000648326,1,ENSG00000145945,,
6,57317624,57378976,+,ENSG00000146143,ENST00000671770,PRIM2,protein_coding,1266,2,552,,0.148867,0.246082,0,0.131649667,3.251960667,4.048316698,9,3,0,ENST00000615550,0,ENSG00000146143,,
6,87547634,87589975,-,ENSG00000146282,ENST00000693524,RARS2,protein_coding_CDS_not_defined,1159,4,,,0.571061,0,0,0.190353667,15.05529967,1.264363187,58,2,0,ENST00000369536,0,ENSG00000146282,,
6,158560091,158635429,+,ENSG00000146433,ENST00000684151,TMEM181,protein_coding,5103,4,1428,,8.155925,6.747715,4.033229,6.312289667,7.260112667,86.94478938,2,1,1,ENST00000684151,1,ENSG00000146433,,
7,100679507,100694250,-,ENSG00000146830,ENST00000678049,GIGYF1,protein_coding,6559,4,3108,,9.877442,9.212349,13.259226,10.78300567,10.78300567,100,7,1,1,ENST00000678049,1,ENSG00000146830,,
7,100428322,100434119,+,ENSG00000146834,ENST00000695111,MEPCE,protein_coding,1664,4,663,,3.448638,9.073422,0,4.17402,23.75183733,17.57346154,7,2,0,ENST00000310512,0,ENSG00000146834,,
7,135233838,135258663,+,ENSG00000146857,ENST00000662584,STRA8,protein_coding,1383,6,1140,,0.317772,1.116578,0,0.478116667,0.478116667,100,3,1,1,ENST00000662584,1,ENSG00000146857,,
7,155501129,155510162,-,ENSG00000146910,ENST00000682997,CNPY1,protein_coding,2575,4,354,,0,0,1.379707,0.459902333,1.654053,27.80457055,5,2,0,ENST00000636446,0,ENSG00000146910,,
X,19535693,19569487,-,ENSG00000147010,ENST00000699740,SH3KBP1,retained_intron,1723,4,,,0,0.654626,0,0.218208667,0.218208667,100,50,1,0,ENST00000397821,0,ENSG00000147010,,
X,72460137,72572843,-,ENSG00000147099,ENST00000648298,HDAC8,protein_coding,5689,3,1053,,0,0.155504,0,0.051834667,4.193255667,1.236143722,61,3,0,ENST00000373573,0,ENSG00000147099,,
X,47142071,47145466,-,ENSG00000147123,ENST00000687244,NDUFB11,protein_coding,1525,4,492,,0,1.182502,0,0.394167333,10.22710333,3.854144429,8,2,0,ENST00000377811,0,ENSG00000147123,,
X,47445178,47483222,-,ENSG00000147124,ENST00000684689,ZNF41,protein_coding,4999,4,2340,,1.402617,0,0,0.467539,0.467539,100,5,1,1,ENST00000684689,1,ENSG00000147124,,
X,71283641,71286213,+,ENSG00000147140,ENST00000678414,NONO,protein_coding_CDS_not_defined,987,4,,,0,0,0.202416,0.067472,27.536743,0.245025347,40,3,0,ENST00000276079,0,ENSG00000147140,,
X,71283635,71301168,+,ENSG00000147140,ENST00000679029,NONO,nonsense_mediated_decay,2558,4,1083,,0,0.154704,0,0.051568,27.536743,0.187269787,40,4,0,ENST00000276079,0,ENSG00000147140,,
X,85243991,85273357,+,ENSG00000147180,ENST00000674551,ZNF711,protein_coding,4559,4,2424,,12.306144,0,0,4.102048,6.295331667,65.16015704,4,1,1,ENST00000674551,1,ENSG00000147180,,
X,130381239,130385342,-,ENSG00000147262,ENST00000682440,GPR119,protein_coding,4342,4,1008,,0.074189,0,0,0.024729667,0.024729667,100,2,1,1,ENST00000682440,1,ENSG00000147262,,
8,6406647,6545713,+,ENSG00000147316,ENST00000691435,MCPH1,protein_coding,2487,4,2235,,0,1.777954,0,0.592651333,6.760839333,8.765943163,39,2,0,ENST00000344683,0,ENSG00000147316,,
8,6406592,6433655,+,ENSG00000147316,ENST00000684782,MCPH1,retained_intron,2445,4,,,0,0.263743,0.509266,0.257669667,6.760839333,3.811208253,39,4,0,ENST00000344683,0,ENSG00000147316,,
8,6406647,6624624,+,ENSG00000147316,ENST00000692836,MCPH1,protein_coding,5399,4,2673,,0.588002,0,0,0.196000667,6.760839333,2.899058194,39,5,0,ENST00000344683,0,ENSG00000147316,,
8,6406612,6447164,+,ENSG00000147316,ENST00000685179,MCPH1,protein_coding,3492,4,1827,,0,0.409784,0,0.136594667,6.760839333,2.02038031,39,6,0,ENST00000344683,0,ENSG00000147316,,
8,6406622,6446521,+,ENSG00000147316,ENST00000688099,MCPH1,nonsense_mediated_decay,3461,4,342,,0,0.316119,0,0.105373,6.760839333,1.558578674,39,7,0,ENST00000344683,0,ENSG00000147316,,
8,6406592,6626598,+,ENSG00000147316,ENST00000692938,MCPH1,protein_coding,3153,4,2616,,0,0.26354,0,0.087846667,6.760839333,1.299345574,39,8,0,ENST00000344683,0,ENSG00000147316,,
X,151916183,151925168,+,ENSG00000147381,ENST00000684668,MAGEA4,protein_coding,1767,4,954,,8.388978,0,0,2.796326,13.21343867,21.1627425,18,3,0,ENST00000276344,0,ENSG00000147381,,
8,19404161,19757277,-,ENSG00000147408,ENST00000692225,CSGALNACT1,protein_coding,3701,4,1599,,2.249351,1.821773,0,1.357041333,1.357041333,100,26,1,1,ENST00000692225,1,ENSG00000147408,,
8,37736634,37746550,+,ENSG00000147475,ENST00000648919,ERLIN2,protein_coding,1466,7,459,,0,0.98692,0,0.328973333,3.718741333,8.846362353,11,3,0,ENST00000519638,0,ENSG00000147475,,
8,41490593,41510980,+,ENSG00000147533,ENST00000694887,GOLGA7,protein_coding,1931,4,414,,9.100403,16.858343,1.285597,9.081447667,25.81733033,35.17578134,34,2,0,ENST00000357743,0,ENSG00000147533,,
8,41490833,41510980,+,ENSG00000147533,ENST00000694916,GOLGA7,nonsense_mediated_decay,1935,4,414,,1.230097,0,0,0.410032333,25.81733033,1.588205783,34,4,0,ENST00000357743,0,ENSG00000147533,,
8,73008856,73025699,+,ENSG00000147601,ENST00000678358,TERF1,retained_intron,4052,4,,,0,1.204696,1.592103,0.932266333,1.072354333,86.93640752,16,1,0,ENST00000276603,0,ENSG00000147601,,
8,109539952,109565160,+,ENSG00000147654,ENST00000699338,EBAG9,protein_coding,1449,4,642,,3.854469,0,0,1.284823,4.026053667,31.9127142,13,2,0,ENST00000337573,0,ENSG00000147654,,
8,124539123,124580637,+,ENSG00000147684,ENST00000677822,NDUFB9,nonsense_mediated_decay,2865,4,489,,0,2.780649,0,0.926883,29.133571,3.181494641,16,3,0,ENST00000276689,0,ENSG00000147684,,
8,124539162,124548310,+,ENSG00000147684,ENST00000677782,NDUFB9,retained_intron,3288,4,,,0.280161,0,0,0.093387,29.133571,0.320547728,16,5,0,ENST00000276689,0,ENSG00000147684,,
8,123182665,123208857,+,ENSG00000147689,ENST00000690554,FAM83A,protein_coding,3887,4,1305,,0.096633,0,0,0.032211,0.032211,100,9,1,1,ENST00000690554,1,ENSG00000147689,,
9,78236062,78279080,+,ENSG00000148019,ENST00000643273,CEP78,protein_coding,11233,18,2118,,1.014642,0,0,0.338214,0.684104,49.43897419,24,2,1,ENST00000643273,1,ENSG00000148019,,
9,84672142,85027050,+,ENSG00000148053,ENST00000689301,NTRK2,protein_coding,7951,4,2001,,0,0,6.600026,2.200008667,3.166249333,69.48311504,58,1,1,ENST00000277120,0,ENSG00000148053,,
9,84668551,84957389,+,ENSG00000148053,ENST00000688333,NTRK2,retained_intron,5803,4,,,0,0,2.898722,0.966240667,3.166249333,30.51688496,58,2,0,ENST00000277120,0,ENSG00000148053,,
9,128120693,128127735,-,ENSG00000148334,ENST00000678916,PTGES2,nonsense_mediated_decay,1748,4,933,,0,0,1.001799,0.333933,30.83676067,1.082905574,21,2,0,ENST00000338961,0,ENSG00000148334,,
9,129036621,129072082,+,ENSG00000148343,ENST00000684074,MIGA2,protein_coding,3610,4,1782,,2.364089,2.826966,10.230446,5.140500333,7.146434667,71.9309778,14,1,1,ENST00000684074,1,ENSG00000148343,,
9,127461091,127468836,+,ENSG00000148356,ENST00000675364,LRSAM1,retained_intron,1364,4,,,0.297129,0,1.183796,0.493641667,7.09339,6.959178428,43,3,0,ENST00000300417,0,ENSG00000148356,,
9,127451505,127503499,+,ENSG00000148356,ENST00000675572,LRSAM1,protein_coding,3026,4,2073,,0.32285,0.130679,0,0.151176333,7.09339,2.131228275,43,5,0,ENST00000300417,0,ENSG00000148356,,
9,127451505,127503499,+,ENSG00000148356,ENST00000675641,LRSAM1,nonsense_mediated_decay,3130,4,1263,,0.243805,0,0,0.081268333,7.09339,1.145691035,43,6,0,ENST00000300417,0,ENSG00000148356,,
9,136428619,136439845,-,ENSG00000148384,ENST00000676019,INPP5E,protein_coding,3315,4,1833,,0.208666,0,0.184442,0.131036,8.208157667,1.59641183,6,3,0,ENST00000371712,0,ENSG00000148384,,
9,136494433,136546048,-,ENSG00000148400,ENST00000651671,NOTCH1,protein_coding,9568,2,7668,,0.639006,0.934858,1.243197,0.939020333,1.064678667,88.1975344,16,1,1,ENST00000651671,1,ENSG00000148400,,
9,136494433,136546048,-,ENSG00000148400,ENST00000680218,NOTCH1,protein_coding,9448,4,7548,,0.376975,0,0,0.125658333,1.064678667,11.8024656,16,2,0,ENST00000651671,0,ENSG00000148400,,
10,77975149,77988203,-,ENSG00000148606,ENST00000698726,POLR3A,retained_intron,5719,4,,,0.100824,0,0,0.033608,7.068584667,0.47545586,20,2,0,ENST00000372371,0,ENSG00000148606,,
10,73836695,73854122,-,ENSG00000148660,ENST00000700400,CAMK2G,protein_coding_CDS_not_defined,1072,4,,,0.203676,0,0,0.067892,0.067892,100,27,1,0,ENST00000423381,0,ENSG00000148660,,
10,87050500,87094042,-,ENSG00000148672,ENST00000683256,GLUD1,protein_coding,2719,4,1176,,0,0,0.669096,0.223032,35.43849567,0.629349513,27,3,0,ENST00000277865,0,ENSG00000148672,,
10,87050486,87068531,-,ENSG00000148672,ENST00000683813,GLUD1,retained_intron,2651,4,,,0,0,0.600394,0.200131333,35.43849567,0.564728636,27,4,0,ENST00000277865,0,ENSG00000148672,,
10,103367981,103375103,+,ENSG00000148835,ENST00000687830,TAF5,retained_intron,2314,4,,,0.337115,0.268594,0,0.201903,8.433172,2.394152521,10,2,0,ENST00000369839,0,ENSG00000148835,,
11,22625509,22626403,+,ENSG00000148935,ENST00000648096,GAS2,protein_coding_CDS_not_defined,895,5,,,2.469691,2.665112,0,1.711601,2.662815333,64.27787081,11,1,0,ENST00000454584,0,ENSG00000148935,,
11,96353447,96371772,-,ENSG00000149231,ENST00000681238,CCDC82,protein_coding_CDS_not_defined,832,4,,,7.828063,8.509792,0,5.445951667,9.259513667,58.81466201,46,1,0,ENST00000646818,0,ENSG00000149231,,
11,96352765,96389912,-,ENSG00000149231,ENST00000646818,CCDC82,protein_coding,2715,2,1635,,0,0,10.026609,3.342203,9.259513667,36.09480066,46,2,1,ENST00000646818,1,ENSG00000149231,,
11,96352765,96389880,-,ENSG00000149231,ENST00000679708,CCDC82,protein_coding,3156,4,1635,,0,0,1.414077,0.471359,9.259513667,5.090537332,46,3,0,ENST00000646818,0,ENSG00000149231,,
11,77066961,77126155,+,ENSG00000149260,ENST00000648180,CAPN5,protein_coding,4367,12,1923,,20.153458,22.710596,6.177558,16.347204,16.40219467,99.66473592,8,1,1,ENST00000648180,1,ENSG00000149260,,
11,108362885,108366003,+,ENSG00000149311,ENST00000682569,ATM,retained_intron,3013,4,,,0,0,0.32027,0.106756667,0.363042667,29.40609368,53,2,0,ENST00000675843,0,ENSG00000149311,,
20,18137842,18188035,+,ENSG00000149474,ENST00000688188,KAT14,protein_coding,3564,4,2346,,3.997898,4.421455,10.125596,6.181649667,10.67410733,57.91256799,13,1,1,ENST00000688188,1,ENSG00000149474,,
11,61362344,61369211,+,ENSG00000149483,ENST00000688279,TMEM138,nonsense_mediated_decay,1073,4,195,,0.413993,0.628926,0,0.347639667,3.197052667,10.87375476,23,2,0,ENST00000278826,0,ENSG00000149483,,
11,61362374,61377612,+,ENSG00000149483,ENST00000691720,TMEM138,protein_coding,1983,4,393,,0.269925,0,0,0.089975,3.197052667,2.814310848,23,4,0,ENST00000278826,0,ENSG00000149483,,
11,125570290,125592568,-,ENSG00000149557,ENST00000530526,FEZ1,protein_coding_CDS_not_defined,429,5,,,5.459115,4.076461,0,3.178525333,36.527299,8.701780368,17,2,0,ENST00000278919,0,ENSG00000149557,,
16,30065760,30070414,+,ENSG00000149925,ENST00000643777,ALDOA,protein_coding,1486,6,1095,,132.759995,209.380356,462.681488,268.2739463,309.6869767,86.62745499,19,1,1,ENST00000642816,0,ENSG00000149925,,
16,30065760,30070414,+,ENSG00000149925,ENST00000642816,ALDOA,protein_coding,1640,18,1257,,21.047802,11.26501,0,10.77093733,309.6869767,3.478007842,19,3,0,ENST00000642816,1,ENSG00000149925,,
X,21374456,21441405,+,ENSG00000149970,ENST00000646175,CNKSR2,retained_intron,1573,2,,,0,0,3.71806,1.239353333,4.100193333,30.22670476,40,2,0,ENST00000379510,0,ENSG00000149970,,
10,28050993,28303064,-,ENSG00000150054,ENST00000683449,MPP7,protein_coding,5138,4,1731,,2.685628,0,5.051888,2.579172,4.658130333,55.36925366,9,1,1,ENST00000683449,1,ENSG00000150054,,
10,32900392,32958253,-,ENSG00000150093,ENST00000678766,ITGB1,protein_coding,3780,4,2478,,0,0,1.312221,0.437407,0.437407,100,36,1,1,ENST00000302278,0,ENSG00000150093,,
10,61901684,62025352,+,ENSG00000150347,ENST00000644638,ARID5B,protein_coding,1439,4,765,,0.723709,0,0,0.241236333,1.344412,17.94363137,5,2,0,ENST00000279873,0,ENSG00000150347,,
11,126283001,126296129,+,ENSG00000150455,ENST00000700489,TIRAP,protein_coding,3646,4,666,,0,0.29494,0,0.098313333,0.999947333,9.831851144,16,2,0,ENST00000392679,0,ENSG00000150455,,
15,39588357,39618243,-,ENSG00000150667,ENST00000642527,FSIP1,nonsense_mediated_decay,988,18,556,,0.633316,0,0,0.211105333,4.432923333,4.762214851,5,2,0,ENST00000350221,0,ENSG00000150667,,
2,181985853,182117756,+,ENSG00000150722,ENST00000682840,PPP1R1C,protein_coding,1049,4,330,,0,3.486219,0.537617,1.341278667,9.256467333,14.49017879,13,2,1,ENST00000682840,1,ENSG00000150722,,
11,111255982,111286248,+,ENSG00000150750,ENST00000667535,POU2AF2,retained_intron,1051,6,,,2.510408,0,0,0.836802667,0.836802667,100,4,1,0,ENST00000280325,0,ENSG00000150750,,
12,124956410,124989094,-,ENSG00000150990,ENST00000679875,DHX37,retained_intron,2806,4,,,0,0.318569,0.281792,0.200120333,1.429477,13.99954902,6,2,0,ENST00000308736,0,ENSG00000150990,,
3,4673294,4676195,+,ENSG00000150995,ENST00000650146,ITPR1,retained_intron,1364,2,,,0,2.103291,1.071689,1.058326667,6.179363333,17.12679138,55,2,0,ENST00000649015,0,ENSG00000150995,,
12,2053285,2121127,+,ENSG00000151067,ENST00000673589,CACNA1C,retained_intron,1452,2,,,0.641131,1.005458,0,0.548863,1.71796,31.94853198,51,2,0,ENST00000399655,0,ENSG00000151067,,
12,2641458,2691295,+,ENSG00000151067,ENST00000684467,CACNA1C,protein_coding_CDS_not_defined,3016,4,,,0.807771,0,0,0.269257,1.71796,15.67306573,51,3,0,ENST00000399655,0,ENSG00000151067,,
12,2048352,2049460,+,ENSG00000151067,ENST00000541871,CACNA1C,protein_coding_CDS_not_defined,589,5,,,0,0.158905,0,0.052968333,1.71796,3.083211095,51,4,0,ENST00000399655,0,ENSG00000151067,,
14,37197937,37551259,+,ENSG00000151338,ENST00000684589,MIPOL1,protein_coding,5983,4,1329,,2.158449,0,0,0.719483,5.923568,12.14610856,30,2,1,ENST00000684589,1,ENSG00000151338,,
14,37476892,37547663,+,ENSG00000151338,ENST00000694972,MIPOL1,protein_coding_CDS_not_defined,1161,4,,,0.915341,1.070708,0,0.662016333,5.923568,11.17597254,30,3,0,ENST00000684589,0,ENSG00000151338,,
14,37399749,37547133,+,ENSG00000151338,ENST00000694967,MIPOL1,protein_coding_CDS_not_defined,983,4,,,0,1.014627,0,0.338209,5.923568,5.709548704,30,5,0,ENST00000684589,0,ENSG00000151338,,
11,44230343,44245413,+,ENSG00000151348,ENST00000684437,EXT2,retained_intron,3631,4,,,0,2.463723,1.711097,1.391606667,3.895678,35.72180931,23,2,0,ENST00000533608,0,ENSG00000151348,,
12,15546643,15599432,+,ENSG00000151490,ENST00000674388,PTPRO,protein_coding,7814,4,1218,,0,0.327062,0,0.109020667,0.109020667,100,26,1,1,ENST00000281171,0,ENSG00000151490,,
12,15620157,15789388,-,ENSG00000151491,ENST00000644374,EPS8,protein_coding,3873,4,2469,,11.603517,0,0,3.867839,14.17565533,27.28508072,27,2,0,ENST00000281172,0,ENSG00000151491,,
11,134151868,134225488,-,ENSG00000151503,ENST00000688672,NCAPD3,protein_coding,6055,4,4497,,0,0,2.034277,0.678092333,0.891686333,76.04606104,29,1,1,ENST00000534548,0,ENSG00000151503,,
10,112447034,112818732,+,ENSG00000151532,ENST00000705995,VTI1A,protein_coding,4364,5,675,,0,0,1.83439,0.611463333,3.729822667,16.39389826,10,3,0,ENST00000393077,0,ENSG00000151532,,
15,56365426,56430154,+,ENSG00000151575,ENST00000696102,TEX9,protein_coding,2911,4,1176,,0,0,0.31482,0.10494,0.676715,15.50726672,10,2,0,ENST00000696102,1,ENSG00000151575,,
4,145599042,145600816,+,ENSG00000151611,ENST00000648441,MMAA,protein_coding_CDS_not_defined,684,3,,,2.616923,1.545368,0,1.387430333,1.387430333,100,13,1,0,ENST00000649156,0,ENSG00000151611,,
4,147480917,147544954,+,ENSG00000151617,ENST00000648866,EDNRA,protein_coding,4135,7,609,,4.611532,4.003954,0.548091,3.054525667,3.054525667,100,9,1,1,ENST00000651419,0,ENSG00000151617,,
2,189674670,189746647,+,ENSG00000151687,ENST00000684021,ANKAR,protein_coding,4521,4,4305,,3.087173,3.387518,0,2.158230333,2.158230333,100,10,1,1,ENST00000684021,1,ENSG00000151687,,
2,15538526,15561314,-,ENSG00000151779,ENST00000700072,NBAS,retained_intron,1220,4,,,1.239568,0.82403,0,0.687866,9.676113,7.108908298,20,2,0,ENST00000281513,0,ENSG00000151779,,
